Low-Density Growth Rate,Migration Rate,Suppressed,Gen Suppressed,Chased,Gen Chased,Avg Nondrive GC during Chase,Var in Nondrive GC during Chase,Avg Overall GC during Chase,Var in Overall GC During Chase,Avg Popsize during Chase,Var in Popsize during Chase,Duration of Chase,Drive Lost,Gen Drive Lost,Equilibrium State,Gen Equilibrium State,Simulation Stopped after 1000,Rate One Drive at End,R1 Resistance Occurred,Gen 10000 R1 Alleles Formed,DriveLostWithChase,DriveLostWithoutChase
6,0.0125,1,248,1,70,0.144201865,0.033061601,0.089692758,0.014643066,6651.857143,6875380.801,172,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,278,1,68,0.153580877,0.034846887,0.090938166,0.013195876,8084.268657,19372565.92,205,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,94,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,192,1,80,0.099591179,0.012467145,0.057597889,0.002853887,12125.28571,59000219.23,109,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,91,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,999,1,69,0.127936256,0.024737363,0.085199829,0.013219047,9592.457112,32922034.81,925,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,296,1,71,0.098512909,0.014459441,0.063023443,0.007219514,11424.21198,38380054.69,221,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,339,1,73,0.182826575,0.027566804,0.123722802,0.013027638,7722.089494,39843007.96,261,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,89,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,91,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,166,1,67,0.09311466,0.008371024,0.060588561,0.003831361,11268.32222,30523302.37,94,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,292,1,76,0.135893717,0.021727028,0.086054673,0.00896328,8677.092233,32617465.56,210,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,93,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,329,1,75,0.20085447,0.023845151,0.120786985,0.007670544,5257.634146,16527180.43,250,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,177,1,68,0.209442721,0.060450025,0.126937031,0.026180474,6492.794118,16573781.54,106,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,273,1,70,0.080452593,0.008668823,0.047219979,0.002579491,11710.76289,28296426.58,198,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,310,1,65,0.105006294,0.01728755,0.059617418,0.002768355,9435.457627,28609757.01,240,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,666,1,68,0.097974635,0.013267223,0.05934567,0.00524374,9811.181356,16757463.11,594,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,412,1,78,0.132642634,0.024943805,0.083201519,0.009684044,9590.518405,49029841.13,330,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,560,1,76,0.110619815,0.017433644,0.071254721,0.008136941,10251.07158,31118728.25,479,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,595,1,77,0.110868263,0.017131191,0.068696926,0.005575187,10716.64706,49265990.84,514,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,256,1,69,0.145895895,0.033011773,0.088109148,0.009847391,10794.92135,65680956.87,182,0,10000,0,10000,0,10000,0,10000,0,0
